Date,Value
2016-05-10T22:40:00.000Z,6.618183
2016-05-10T22:45:00.000Z,6.593726158
2016-05-10T22:50:00.000Z,6.607156
2016-05-10T22:55:00.000Z,6.62894392
2016-05-10T23:00:00.000Z,6.600782871
2016-05-10T23:05:00.000Z,6.619673
2016-05-10T23:10:00.000Z,6.615244
2016-05-10T23:15:00.000Z,6.654737949
2016-05-10T23:20:00.000Z,6.633788
2016-05-10T23:25:00.000Z,6.630620956
2016-05-10T23:30:00.000Z,6.610094
2016-05-10T23:35:00.000Z,6.613909
2016-05-10T23:40:00.000Z,6.616007805
2016-05-10T23:45:00.000Z,6.619671822
2016-05-10T23:50:00.000Z,6.619482994
2016-05-10T23:55:00.000Z,6.626692772
2016-05-11T00:00:00.000Z,6.602881908
2016-05-11T00:05:00.000Z,6.610436
2016-05-11T00:10:00.000Z,6.645352
2016-05-11T00:15:00.000Z,6.614215
2016-05-11T00:20:00.000Z,6.60338
2016-05-11T00:25:00.000Z,6.612499237
2016-05-11T00:30:00.000Z,6.608109
2016-05-11T00:35:00.000Z,6.593037128
2016-05-11T00:40:00.000Z,6.605133057
2016-05-11T00:45:00.000Z,6.621121
2016-05-11T00:50:00.000Z,6.587316036
2016-05-11T00:55:00.000Z,6.602006
2016-05-11T01:00:00.000Z,6.603111
2016-05-11T01:05:00.000Z,6.603264809
2016-05-11T01:10:00.000Z,6.607921
2016-05-11T01:15:00.000Z,6.622304916
2016-05-11T01:20:00.000Z,6.600595
2016-05-11T01:25:00.000Z,6.611925125
2016-05-11T01:30:00.000Z,6.628523827
2016-05-11T01:35:00.000Z,6.63253
2016-05-11T01:40:00.000Z,6.631881237
2016-05-11T01:45:00.000Z,6.614214897
2016-05-11T01:50:00.000Z,6.601739
2016-05-11T01:55:00.000Z,6.627187
2016-05-11T02:00:00.000Z,6.629402161
2016-05-11T02:05:00.000Z,6.610897
2016-05-11T02:10:00.000Z,6.615207
2016-05-11T02:15:00.000Z,6.625853062
2016-05-11T02:20:00.000Z,6.636459
2016-05-11T02:25:00.000Z,6.616275787
2016-05-11T02:30:00.000Z,6.616314
2016-05-11T02:35:00.000Z,6.620359
2016-05-11T02:40:00.000Z,6.598647118
2016-05-11T02:45:00.000Z,6.624479771
2016-05-11T02:50:00.000Z,6.632301
2016-05-11T02:55:00.000Z,6.637223
2016-05-11T03:00:00.000Z,6.636423111
2016-05-11T03:05:00.000Z,6.647755146
2016-05-11T03:10:00.000Z,6.635659
2016-05-11T03:15:00.000Z,6.612422
2016-05-11T03:20:00.000Z,6.63794899
2016-05-11T03:25:00.000Z,6.62314415
2016-05-11T03:30:00.000Z,6.630051
2016-05-11T03:35:00.000Z,6.64642
2016-05-11T03:40:00.000Z,6.639091969
2016-05-11T03:45:00.000Z,6.638103008
2016-05-11T03:50:00.000Z,6.641495
2016-05-11T03:55:00.000Z,6.651073933
2016-05-11T04:00:00.000Z,6.6315
2016-05-11T04:05:00.000Z,6.651647
2016-05-11T04:10:00.000Z,6.661681
2016-05-11T04:15:00.000Z,6.629058838
2016-05-11T04:20:00.000Z,6.653287
2016-05-11T04:25:00.000Z,6.647525
2016-05-11T04:30:00.000Z,6.655232
2016-05-11T04:35:00.000Z,6.646153
2016-05-11T04:40:00.000Z,6.634323
2016-05-11T04:45:00.000Z,6.627189159
2016-05-11T04:50:00.000Z,6.616885
2016-05-11T04:55:00.000Z,6.642374992
2016-05-11T05:00:00.000Z,6.652293
2016-05-11T05:05:00.000Z,6.643787861
2016-05-11T05:10:00.000Z,6.622112
2016-05-11T05:15:00.000Z,6.658287
2016-05-11T05:20:00.000Z,6.624557
2016-05-11T05:25:00.000Z,6.628981
2016-05-11T05:30:00.000Z,6.637680054
2016-05-11T05:35:00.000Z,6.637983799
2016-05-11T05:40:00.000Z,6.637261
2016-05-11T05:45:00.000Z,6.638672829
2016-05-11T05:50:00.000Z,6.657677174
2016-05-11T05:55:00.000Z,6.661339
2016-05-11T06:00:00.000Z,6.652029037
2016-05-11T06:05:00.000Z,6.627721786
2016-05-11T06:10:00.000Z,6.651341
2016-05-11T06:15:00.000Z,6.628904819
2016-05-11T06:20:00.000Z,6.631081
2016-05-11T06:25:00.000Z,6.664198875
2016-05-11T06:30:00.000Z,6.649624
2016-05-11T06:35:00.000Z,6.664886
2016-05-11T06:40:00.000Z,6.64573
2016-05-11T06:45:00.000Z,6.618641853
2016-05-11T06:50:00.000Z,6.627876
2016-05-11T06:55:00.000Z,6.617229939
